,storing_materiaal,storing_diameter,storing_melddatum,storing_aanlegjaar,age_at_failure,Diameter_group,Construction_year_group,Group_id,Group_failurerate,Diameter_group_failurerate,Pipe_failurerate
2028,MAT_AC,250.0,2018-07-22 00:00:00,1970-01-01,48.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.006325013007642673
618,MAT_AC,100.0,2012-02-27 00:00:00,1986-01-01,26.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0034260487124731145
2121,MAT_AC,100.0,2018-08-20 00:00:00,1980-01-01,38.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0050073019643837825
1232,MAT_AC,100.0,2014-06-28 00:00:00,1962-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
2199,MAT_AC,100.0,2019-01-01 00:00:00,1985-01-01,33.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004348446442754337
2207,MAT_AC,100.0,2019-08-17 00:00:00,1972-01-01,47.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.006193241903316784
2264,MAT_AC,100.0,2019-07-23 00:00:00,1959-01-01,60.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007906266259553341
2084,MAT_AC,100.0,2018-08-26 00:00:00,1976-01-01,42.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0055343863816873385
1925,MAT_AC,150.0,2017-09-07 00:00:00,1970-01-01,47.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.006193241903316784
723,MAT_AC,100.0,2012-09-11 00:00:00,1990-01-01,22.0,0 - 160,1990 - 2000,16019902000,0.010718391292134262,0.019447347390450617,0.0028989642951695585
363,MAT_AC,100.0,2011-10-02 00:00:00,1932-01-01,79.0,0 - 160,1930 - 1940,16019301940,0.0120901165446888,0.019447347390450617,0.010409917241745233
952,MAT_AC,100.0,2013-11-14 00:00:00,1978-01-01,35.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004611988651406116
1068,MAT_AC,100.0,2013-01-25 00:00:00,1949-01-01,64.0,0 - 160,1940 - 1950,16019401950,0.03147109930130199,0.019447347390450617,0.008433350676856896
1279,MAT_AC,100.0,2014-02-18 00:00:00,1947-01-01,67.0,0 - 160,1940 - 1950,16019401950,0.03147109930130199,0.019447347390450617,0.008828663989834564
403,MAT_AC,100.0,2011-07-17 00:00:00,1957-01-01,54.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0071156396335980065
1832,MAT_AC,50.0,2016-06-07 00:00:00,1961-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
480,MAT_AC,200.0,2011-04-21 00:00:00,1975-01-01,36.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.004743759755732005
1446,MAT_AC,150.0,2014-02-28 00:00:00,1963-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
83,MAT_AC,100.0,2010-07-16 00:00:00,1957-01-01,53.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.006983868529272118
390,MAT_AC,200.0,2011-04-20 00:00:00,1964-01-01,47.0,160 - 300,1960 - 1970,16030019601970,0.0067077637583175835,0.004668884141399624,0.006193241903316784
734,MAT_AC,100.0,2012-12-10 00:00:00,1962-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
265,MAT_AC,100.0,2010-12-04 00:00:00,1985-01-01,25.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0032942776081472253
998,MAT_AC,250.0,2013-04-08 00:00:00,1978-01-01,35.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.004611988651406116
1521,MAT_AC,100.0,2015-06-15 00:00:00,1958-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1491,MAT_AC,100.0,2015-09-16 00:00:00,1958-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1003,MAT_AC,150.0,2013-01-05 00:00:00,1966-01-01,47.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006193241903316784
1441,MAT_AC,100.0,2014-03-27 00:00:00,1960-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1787,MAT_AC,100.0,2016-01-12 00:00:00,1974-01-01,42.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0055343863816873385
2213,MAT_AC,100.0,2019-11-15 00:00:00,1969-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
584,MAT_AC,150.0,2012-11-20 00:00:00,1972-01-01,40.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005270844173035561
1318,MAT_AC,250.0,2014-07-19 00:00:00,1986-01-01,28.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.0036895909211248925
550,MAT_AC,50.0,2011-07-27 00:00:00,1960-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1756,MAT_AC,100.0,2016-12-20 00:00:00,1977-01-01,39.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005139073068709672
2289,MAT_AC,100.0,2019-07-07 00:00:00,1965-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1500,MAT_AC,150.0,2015-06-26 00:00:00,1958-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
712,MAT_AC,100.0,2012-08-20 00:00:00,1965-01-01,47.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006193241903316784
1152,MAT_AC,100.0,2013-12-11 00:00:00,1984-01-01,29.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0038213620254507813
946,MAT_AC,100.0,2013-12-30 00:00:00,1969-01-01,44.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.005797928590339117
1867,MAT_AC,100.0,2016-10-02 00:00:00,1991-01-01,25.0,0 - 160,1990 - 2000,16019902000,0.010718391292134262,0.019447347390450617,0.0032942776081472253
1726,MAT_AC,100.0,2016-10-19 00:00:00,1959-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1580,MAT_AC,100.0,2015-12-10 00:00:00,1966-01-01,49.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006456784111968562
994,MAT_AC,100.0,2013-11-03 00:00:00,1959-01-01,54.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0071156396335980065
1196,MAT_AC,150.0,2014-07-02 00:00:00,1964-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1955,MAT_AC,100.0,2017-12-12 00:00:00,1973-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1786,MAT_AC,100.0,2016-11-18 00:00:00,1972-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
2268,MAT_AC,100.0,2019-08-26 00:00:00,1990-01-01,29.0,0 - 160,1990 - 2000,16019902000,0.010718391292134262,0.019447347390450617,0.0038213620254507813
1890,MAT_AC,150.0,2016-05-22 00:00:00,1959-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1790,MAT_AC,250.0,2016-01-01 00:00:00,1986-01-01,29.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.0038213620254507813
1636,MAT_AC,150.0,2015-05-12 00:00:00,1960-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
1177,MAT_AC,100.0,2013-08-22 00:00:00,1978-01-01,35.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004611988651406116
1328,MAT_AC,500.0,2014-11-20 00:00:00,1957-01-01,57.0,300 - 1000,1950 - 1960,300100019501960,0.005585329526455759,0.0014915573037056083,0.007510952946575674
1677,MAT_AC,50.0,2015-07-18 00:00:00,1967-01-01,48.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006325013007642673
1296,MAT_AC,100.0,2014-08-26 00:00:00,1984-01-01,30.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0039531331297766705
1057,MAT_AC,100.0,2013-08-20 00:00:00,1978-01-01,35.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004611988651406116
127,MAT_AC,100.0,2010-01-14 00:00:00,1960-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
2240,MAT_AC,100.0,2019-06-25 00:00:00,1979-01-01,40.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005270844173035561
1419,MAT_AC,250.0,2014-07-29 00:00:00,1973-01-01,41.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.005402615277361449
1589,MAT_AC,100.0,2015-07-22 00:00:00,1959-01-01,56.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007379181842249785
2064,MAT_AC,150.0,2018-12-12 00:00:00,1991-01-01,27.0,0 - 160,1990 - 2000,16019902000,0.010718391292134262,0.019447347390450617,0.0035578198167990033
212,MAT_AC,100.0,2010-09-03 00:00:00,1954-01-01,56.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007379181842249785
1013,MAT_AC,150.0,2013-09-04 00:00:00,1970-01-01,43.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005666157486013228
245,MAT_AC,100.0,2010-03-31 00:00:00,1964-01-01,46.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0060614707989908945
1262,MAT_AC,100.0,2014-06-26 00:00:00,1978-01-01,36.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004743759755732005
178,MAT_AC,100.0,2010-02-16 00:00:00,1969-01-01,41.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.005402615277361449
1638,MAT_AC,100.0,2015-05-29 00:00:00,1972-01-01,43.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005666157486013228
1475,MAT_AC,200.0,2015-11-06 00:00:00,1981-01-01,34.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.0044802175470802265
1180,MAT_AC,100.0,2013-08-16 00:00:00,1961-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1085,MAT_AC,100.0,2013-12-06 00:00:00,1972-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1934,MAT_AC,100.0,2017-08-05 00:00:00,1972-01-01,45.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005929699694665005
540,MAT_AC,150.0,2011-11-26 00:00:00,1974-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1017,MAT_AC,100.0,2013-05-01 00:00:00,1958-01-01,55.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007247410737923896
1764,MAT_AC,150.0,2016-08-09 00:00:00,1958-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
341,MAT_AC,100.0,2011-07-28 00:00:00,1974-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
379,MAT_AC,200.0,2011-03-08 00:00:00,1979-01-01,32.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.004216675338428448
1130,MAT_AC,100.0,2013-09-23 00:00:00,1964-01-01,49.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006456784111968562
572,MAT_AC,100.0,2012-02-22 00:00:00,1955-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
792,MAT_AC,100.0,2012-12-24 00:00:00,1966-01-01,46.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0060614707989908945
1394,MAT_AC,150.0,2014-08-18 00:00:00,1981-01-01,33.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004348446442754337
744,MAT_AC,100.0,2012-05-07 00:00:00,1975-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
233,MAT_AC,125.0,2010-09-19 00:00:00,1964-01-01,46.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0060614707989908945
101,MAT_AC,125.0,2010-06-17 00:00:00,1968-01-01,42.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0055343863816873385
2147,MAT_AC,100.0,2018-03-31 00:00:00,1977-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1908,MAT_AC,50.0,2016-12-08 00:00:00,1961-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
967,MAT_AC,100.0,2013-09-08 00:00:00,1976-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1166,MAT_AC,100.0,2013-08-31 00:00:00,1963-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
654,MAT_AC,200.0,2012-10-31 00:00:00,1972-01-01,40.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.005270844173035561
1037,MAT_AC,100.0,2013-11-29 00:00:00,1964-01-01,49.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006456784111968562
144,MAT_AC,150.0,2010-01-13 00:00:00,1981-01-01,29.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0038213620254507813
1805,MAT_AC,100.0,2016-12-12 00:00:00,1971-01-01,45.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005929699694665005
690,MAT_AC,200.0,2012-07-23 00:00:00,1959-01-01,53.0,160 - 300,1950 - 1960,16030019501960,0.007169865387818386,0.004668884141399624,0.006983868529272118
209,MAT_AC,100.0,2010-06-23 00:00:00,1980-01-01,30.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0039531331297766705
141,MAT_AC,100.0,2010-10-12 00:00:00,1964-01-01,46.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0060614707989908945
1457,MAT_AC,150.0,2014-12-17 00:00:00,1982-01-01,32.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004216675338428448
2072,MAT_AC,100.0,2018-10-29 00:00:00,1970-01-01,48.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.006325013007642673
969,MAT_AC,800.0,2013-04-03 00:00:00,1987-01-01,26.0,300 - 1000,1980 - 1990,300100019801990,0.0006087590999614961,0.0014915573037056083,0.0034260487124731145
978,MAT_AC,125.0,2013-03-12 00:00:00,1968-01-01,45.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.005929699694665005
2017,MAT_AC,150.0,2017-01-15 00:00:00,1966-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1438,MAT_AC,150.0,2014-10-13 00:00:00,1954-01-01,60.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007906266259553341
1477,MAT_AC,100.0,2015-02-02 00:00:00,1957-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1704,MAT_AC,150.0,2016-04-29 00:00:00,1958-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1776,MAT_AC,100.0,2016-10-18 00:00:00,1983-01-01,33.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004348446442754337
1846,MAT_AC,100.0,2016-01-14 00:00:00,1971-01-01,45.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005929699694665005
1535,MAT_AC,100.0,2015-07-25 00:00:00,1958-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1911,MAT_AC,100.0,2017-09-20 00:00:00,1962-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
891,MAT_AC,100.0,2013-06-05 00:00:00,1975-01-01,38.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0050073019643837825
1916,MAT_AC,100.0,2017-02-22 00:00:00,1971-01-01,46.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0060614707989908945
1525,MAT_AC,100.0,2015-10-19 00:00:00,1971-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
651,MAT_AC,150.0,2012-06-05 00:00:00,1954-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
2108,MAT_AC,100.0,2018-08-20 00:00:00,1988-01-01,30.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0039531331297766705
1598,MAT_AC,150.0,2015-07-25 00:00:00,1967-01-01,48.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006325013007642673
495,MAT_AC,125.0,2011-05-06 00:00:00,1960-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
2262,MAT_AC,50.0,2019-04-27 00:00:00,1965-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
165,MAT_AC,50.0,2010-04-12 00:00:00,1961-01-01,49.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006456784111968562
1358,MAT_AC,100.0,2014-05-28 00:00:00,1958-01-01,56.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007379181842249785
1882,MAT_AC,100.0,2016-06-24 00:00:00,1971-01-01,45.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005929699694665005
2010,MAT_AC,100.0,2017-04-20 00:00:00,1979-01-01,38.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0050073019643837825
1670,MAT_AC,100.0,2015-02-12 00:00:00,1978-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1449,MAT_AC,150.0,2014-02-03 00:00:00,1960-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1751,MAT_AC,100.0,2016-10-03 00:00:00,1961-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
1909,MAT_AC,100.0,2016-03-30 00:00:00,1961-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
1608,MAT_AC,150.0,2015-04-29 00:00:00,1977-01-01,38.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0050073019643837825
694,MAT_AC,50.0,2012-09-13 00:00:00,1971-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
359,MAT_AC,100.0,2011-11-17 00:00:00,1982-01-01,29.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0038213620254507813
1740,MAT_AC,150.0,2016-04-07 00:00:00,1960-01-01,56.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007379181842249785
1301,MAT_AC,100.0,2014-05-07 00:00:00,1960-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
2016,MAT_AC,300.0,2017-03-26 00:00:00,1965-01-01,52.0,300 - 1000,1960 - 1970,300100019601970,0.0034630756924591264,0.0014915573037056083,0.006852097424946229
1023,MAT_AC,50.0,2013-08-08 00:00:00,1962-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
807,MAT_AC,100.0,2012-05-30 00:00:00,1958-01-01,54.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0071156396335980065
490,MAT_AC,100.0,2011-11-22 00:00:00,1970-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1030,MAT_AC,100.0,2013-06-03 00:00:00,1960-01-01,53.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006983868529272118
2092,MAT_AC,100.0,2018-06-18 00:00:00,1980-01-01,38.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0050073019643837825
2142,MAT_AC,100.0,2018-10-01 00:00:00,1960-01-01,58.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0076427240509015625
2144,MAT_AC,100.0,2018-04-09 00:00:00,1976-01-01,42.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0055343863816873385
10,MAT_AC,100.0,2010-07-19 00:00:00,1968-01-01,42.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0055343863816873385
1723,MAT_AC,100.0,2016-09-14 00:00:00,1965-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
122,MAT_AC,50.0,2010-08-25 00:00:00,1936-01-01,74.0,0 - 160,1930 - 1940,16019301940,0.0120901165446888,0.019447347390450617,0.009751061720115787
1331,MAT_AC,100.0,2014-06-11 00:00:00,1954-01-01,60.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007906266259553341
1949,MAT_AC,150.0,2017-10-26 00:00:00,1973-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1321,MAT_AC,100.0,2014-05-17 00:00:00,1973-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
2052,MAT_AC,150.0,2018-07-31 00:00:00,1971-01-01,47.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.006193241903316784
2040,MAT_AC,100.0,2018-12-21 00:00:00,1969-01-01,49.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006456784111968562
1851,MAT_AC,100.0,2016-12-19 00:00:00,1970-01-01,46.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0060614707989908945
360,MAT_AC,100.0,2011-11-26 00:00:00,1970-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1215,MAT_AC,150.0,2014-08-07 00:00:00,1979-01-01,35.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004611988651406116
1743,MAT_AC,150.0,2016-05-13 00:00:00,1953-01-01,63.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.008301579572531009
2161,MAT_AC,150.0,2018-09-07 00:00:00,1955-01-01,63.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.008301579572531009
2243,MAT_AC,100.0,2019-04-13 00:00:00,1978-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
191,MAT_AC,100.0,2010-11-02 00:00:00,1959-01-01,51.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.00672032632062034
1683,MAT_AC,100.0,2016-04-04 00:00:00,1970-01-01,46.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0060614707989908945
1314,MAT_AC,100.0,2014-07-28 00:00:00,1955-01-01,59.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007774495155227452
2172,MAT_AC,100.0,2018-06-10 00:00:00,1976-01-01,42.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0055343863816873385
30,MAT_AC,50.0,2010-05-12 00:00:00,1959-01-01,51.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.00672032632062034
1111,MAT_AC,100.0,2013-06-27 00:00:00,1972-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
593,MAT_AC,150.0,2012-05-10 00:00:00,1971-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
195,MAT_AC,250.0,2010-08-09 00:00:00,1965-01-01,45.0,160 - 300,1960 - 1970,16030019601970,0.0067077637583175835,0.004668884141399624,0.005929699694665005
1761,MAT_AC,100.0,2016-08-29 00:00:00,1964-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
2246,MAT_AC,100.0,2019-05-27 00:00:00,1966-01-01,53.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006983868529272118
1942,MAT_AC,150.0,2017-02-13 00:00:00,1974-01-01,43.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005666157486013228
1632,MAT_AC,100.0,2015-04-21 00:00:00,1960-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
1139,MAT_AC,100.0,2013-12-08 00:00:00,1977-01-01,36.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004743759755732005
2216,MAT_AC,100.0,2019-01-09 00:00:00,1976-01-01,43.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005666157486013228
243,MAT_AC,125.0,2010-01-18 00:00:00,1977-01-01,33.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004348446442754337
1466,MAT_AC,200.0,2014-07-14 00:00:00,1970-01-01,44.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.005797928590339117
782,MAT_AC,100.0,2012-05-01 00:00:00,1962-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
2057,MAT_AC,100.0,2018-07-10 00:00:00,1972-01-01,46.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0060614707989908945
